CPU_Utilization Memory_Consumption Current_Time Disk_Space(mb) Brick_Space(mb) Kafka_Disk_Usage(mb) Topic_Disk_Usage(mb) Heketi_Space(mb)
1.58 1.464 07:36:10 4.9 82 404 13 33
1.64 1.464 07:36:14 4.9 82 404 13 33
1.62 1.464 07:36:18 4.9 82 404 13 33
1.48 1.464 07:36:22 4.9 82 404 13 33
1.44 1.464 07:36:26 4.9 82 404 13 33
1.94 1.464 07:36:30 4.9 82 404 13 33
1.48 1.464 07:36:34 4.9 82 404 13 33
1.50 1.464 07:36:38 4.9 82 404 13 33
1.64 1.464 07:36:42 4.9 82 404 13 33
1.53 1.464 07:36:46 4.9 82 404 13 33
1.88 1.464 07:36:50 4.9 82 404 13 33
2.01 1.464 07:36:54 4.9 82 404 13 33
1.62 1.464 07:36:58 4.9 82 404 13 33
1.73 1.464 07:37:02 4.9 82 404 13 33
1.69 1.464 07:37:06 4.9 82 404 13 33
1.65 1.464 07:37:10 4.9 82 404 13 33
1.46 1.464 07:37:14 4.9 82 404 13 33
1.69 1.464 07:37:18 4.9 82 404 13 33
1.62 1.464 07:37:22 4.9 82 404 13 33
1.44 1.464 07:37:26 4.9 82 404 13 33
1.73 1.464 07:37:30 4.9 82 404 13 33
1.40 1.464 07:37:34 4.9 82 404 13 33
1.54 1.464 07:37:38 4.9 82 404 13 33
1.49 1.464 07:37:42 4.9 82 404 13 33
1.68 1.464 07:37:46 4.9 82 404 13 33
1.50 1.464 07:37:50 4.9 82 404 14 33
1.46 1.464 07:37:54 4.9 82 405 14 33
1.54 1.464 07:37:58 4.9 82 405 14 33
1.54 1.464 07:38:02 4.9 82 405 14 33
1.68 1.464 07:38:06 4.9 82 405 14 33
1.56 1.464 07:38:10 4.9 82 405 14 33
1.46 1.464 07:38:14 4.9 82 405 14 33
1.62 1.464 07:38:18 4.9 82 405 14 33
1.66 1.464 07:38:22 4.9 82 405 14 33
1.52 1.464 07:38:26 4.9 82 405 14 33
1.56 1.464 07:38:30 4.9 82 405 14 33
1.46 1.464 07:38:34 4.9 82 405 14 33
1.42 1.464 07:38:38 4.9 82 405 14 33
1.62 1.464 07:38:42 4.9 82 405 14 33
1.61 1.464 07:38:46 4.9 82 405 14 33
1.66 1.464 07:38:50 4.9 82 405 14 33
1.88 1.464 07:38:54 4.9 82 405 14 33
1.53 1.464 07:38:58 4.9 82 405 14 33
1.67 1.463 07:39:02 4.9 82 405 14 33
1.71 1.464 07:39:06 4.9 82 405 14 33
1.55 1.464 07:39:10 4.9 82 405 14 33
1.38 1.464 07:39:14 4.9 82 405 14 33
1.81 1.463 07:39:18 4.9 82 405 14 33
1.70 1.464 07:39:22 4.9 82 405 14 33
1.60 1.464 07:39:26 4.9 82 405 14 33
2.08 1.464 07:39:30 4.9 82 405 14 33
1.49 1.464 07:39:34 4.9 82 405 14 33
1.64 1.464 07:39:38 4.9 82 405 14 33
1.51 1.464 07:39:42 4.9 82 405 14 33
1.54 1.464 07:39:46 4.9 82 405 14 33
1.56 1.464 07:39:50 4.9 82 405 14 33
1.32 1.464 07:39:54 4.9 82 405 14 33
1.84 1.464 07:39:58 4.9 82 405 14 33
1.87 1.464 07:40:02 4.9 82 405 14 33
1.80 1.464 07:40:06 4.9 82 405 14 33
1.84 1.464 07:40:10 4.9 82 405 14 33
1.43 1.464 07:40:14 4.9 82 405 14 33
1.52 1.464 07:40:18 4.9 82 405 14 33
1.48 1.464 07:40:22 4.9 82 405 14 33
1.66 1.464 07:40:26 4.9 82 405 14 33
1.57 1.464 07:40:30 4.9 82 405 15 33
1.54 1.464 07:40:34 4.9 82 406 15 33
1.69 1.464 07:40:38 4.9 82 406 15 33
1.63 1.464 07:40:42 4.9 82 406 15 33
1.62 1.464 07:40:46 4.9 82 406 15 33
1.55 1.464 07:40:50 4.9 82 406 15 33
1.60 1.464 07:40:54 4.9 82 406 15 33
1.61 1.464 07:40:58 4.9 82 406 15 33
1.83 1.464 07:41:02 4.9 82 406 15 33
1.89 1.464 07:41:06 4.9 82 406 15 33
1.59 1.464 07:41:10 4.9 82 406 15 33
1.50 1.464 07:41:14 4.9 82 406 15 33
1.48 1.464 07:41:18 4.9 82 406 15 33
1.41 1.464 07:41:22 4.9 82 406 15 33
1.57 1.464 07:41:26 4.9 82 406 15 33
1.68 1.464 07:41:30 4.9 82 406 15 33
1.60 1.464 07:41:34 4.9 82 406 15 33
1.59 1.464 07:41:38 4.9 82 406 15 33
1.54 1.464 07:41:42 4.9 82 406 15 33
1.65 1.464 07:41:46 4.9 82 406 15 33
1.60 1.464 07:41:50 4.9 82 406 15 33
1.41 1.464 07:41:54 4.9 82 406 15 33
1.65 1.464 07:41:58 4.9 82 406 15 33
1.84 1.464 07:42:02 4.9 82 406 15 33
1.66 1.464 07:42:06 4.9 82 406 15 33
1.84 1.464 07:42:10 4.9 82 406 15 33
1.45 1.464 07:42:14 4.9 82 406 15 33
1.52 1.463 07:42:18 4.9 82 406 15 33
1.50 1.464 07:42:22 4.9 82 406 15 33
1.78 1.464 07:42:26 4.9 82 406 15 33
1.71 1.463 07:42:30 4.9 82 406 15 33
1.63 1.464 07:42:34 4.9 82 406 15 33
1.69 1.464 07:42:38 4.9 82 406 15 33
1.54 1.464 07:42:42 4.9 82 406 15 33
1.59 1.464 07:42:46 4.9 82 406 15 33
1.76 1.464 07:42:50 4.9 82 406 15 33
1.56 1.464 07:42:54 4.9 82 406 15 33
1.98 1.464 07:42:58 4.9 82 406 15 33
1.75 1.464 07:43:02 4.9 82 406 15 33
1.64 1.464 07:43:06 4.9 82 406 15 33
1.78 1.464 07:43:10 4.9 82 406 15 33
1.53 1.464 07:43:14 4.9 82 406 16 33
1.64 1.464 07:43:18 4.9 82 407 16 33
1.51 1.464 07:43:22 4.9 82 407 16 33
1.58 1.464 07:43:26 4.9 82 407 16 33
1.70 1.464 07:43:30 4.9 82 407 16 33
1.54 1.464 07:43:34 4.9 82 407 16 33
1.82 1.464 07:43:38 4.9 82 407 16 33
1.51 1.464 07:43:42 4.9 82 407 16 33
1.76 1.464 07:43:46 4.9 82 407 16 33
1.85 1.464 07:43:50 4.9 82 407 16 33
1.60 1.464 07:43:54 4.9 82 407 16 33
1.92 1.464 07:43:58 4.9 82 407 16 33
1.74 1.464 07:44:02 4.9 82 407 16 33
1.96 1.464 07:44:06 4.9 82 407 16 33
1.80 1.464 07:44:10 4.9 82 407 16 33
1.54 1.464 07:44:14 4.9 82 407 16 33
1.46 1.464 07:44:18 4.9 82 407 16 33
1.76 1.464 07:44:22 4.9 82 407 16 33
1.50 1.464 07:44:26 4.9 82 407 16 33
1.34 1.464 07:44:30 4.9 82 407 16 33
1.56 1.464 07:44:34 4.9 82 407 16 33
1.71 1.464 07:44:38 4.9 82 407 16 33
1.70 1.464 07:44:42 4.9 82 407 16 33
1.84 1.464 07:44:46 4.9 82 407 16 33
1.94 1.464 07:44:51 4.9 82 407 16 33
1.71 1.464 07:44:55 4.9 82 407 16 33
2.42 1.464 07:44:59 4.9 82 407 16 33
1.70 1.464 07:45:03 4.9 82 407 16 33
1.71 1.464 07:45:07 4.9 82 407 16 33
1.65 1.464 07:45:11 4.9 82 407 16 33
1.65 1.464 07:45:15 4.9 82 407 16 33
1.76 1.464 07:45:19 4.9 82 407 16 33
1.61 1.464 07:45:23 4.9 82 407 16 33
1.54 1.464 07:45:27 4.9 98 407 16 33
1.68 1.463 07:45:31 4.9 98 407 16 33
1.79 1.464 07:45:35 4.9 98 407 16 33
1.80 1.464 07:45:39 4.9 98 407 16 33
1.78 1.464 07:45:43 4.9 98 407 16 33
1.82 1.464 07:45:48 4.9 98 407 16 33
1.83 1.464 07:45:52 4.9 98 407 16 33
1.98 1.464 07:45:56 4.9 98 407 17 33
1.79 1.464 07:46:00 4.9 98 408 17 33
1.46 1.464 07:46:04 4.9 98 408 17 33
1.66 1.464 07:46:08 4.9 98 408 17 33
2.05 1.464 07:46:12 4.9 98 408 17 33
1.52 1.464 07:46:16 4.9 98 408 17 33
1.66 1.463 07:46:20 4.9 98 408 17 33
1.49 1.464 07:46:24 4.9 98 408 17 33
1.58 1.464 07:46:28 4.9 98 408 17 33
1.86 1.464 07:46:32 4.9 98 408 17 33
1.67 1.464 07:46:36 4.9 98 408 17 33
1.57 1.464 07:46:40 4.9 98 408 17 33
1.48 1.464 07:46:44 4.9 98 408 17 33
1.82 1.464 07:46:48 4.9 98 408 17 33
1.68 1.464 07:46:52 4.9 98 408 17 33
1.61 1.464 07:46:56 4.9 98 408 17 33
1.79 1.464 07:47:00 4.9 98 408 17 33
1.60 1.464 07:47:04 4.9 98 408 17 33
1.59 1.464 07:47:08 4.9 98 408 17 33
1.68 1.464 07:47:12 4.9 98 408 17 33
1.67 1.464 07:47:16 4.9 98 408 17 33
1.68 1.464 07:47:20 4.9 98 408 17 33
1.56 1.464 07:47:24 4.9 98 408 17 33
1.59 1.464 07:47:28 4.9 98 408 17 33
1.62 1.464 07:47:32 4.9 98 408 17 33
1.71 1.464 07:47:36 4.9 98 408 17 33
1.70 1.464 07:47:40 4.9 98 408 17 33
1.66 1.464 07:47:44 4.9 98 408 17 33
1.77 1.464 07:47:48 4.9 98 408 17 33
1.61 1.464 07:47:52 4.9 98 408 17 33
1.56 1.464 07:47:56 4.9 98 408 17 33
1.82 1.464 07:48:00 4.9 98 408 17 33
1.59 1.464 07:48:04 4.9 98 408 17 33
1.76 1.464 07:48:08 4.9 98 408 17 33
1.56 1.464 07:48:12 4.9 98 408 17 33
1.58 1.464 07:48:16 4.9 98 408 17 33
1.53 1.464 07:48:20 4.9 98 408 17 33
1.41 1.464 07:48:24 4.9 98 408 17 33
1.51 1.464 07:48:28 4.9 98 408 17 33
1.54 1.464 07:48:32 4.9 98 408 17 33
1.65 1.464 07:48:36 4.9 98 408 18 33
1.67 1.464 07:48:40 4.9 98 408 18 33
1.40 1.464 07:48:44 4.9 98 409 18 33
1.68 1.464 07:48:48 4.9 98 409 18 33
1.56 1.464 07:48:52 4.9 98 409 18 33
1.42 1.464 07:48:56 4.9 98 409 18 33
1.78 1.464 07:49:00 4.9 98 409 18 33
1.58 1.464 07:49:04 4.9 98 409 18 33
1.64 1.464 07:49:08 4.9 98 409 18 33
1.59 1.464 07:49:12 4.9 98 409 18 33
1.65 1.464 07:49:16 4.9 98 409 18 33
1.58 1.464 07:49:20 4.9 98 409 18 33
1.52 1.464 07:49:24 4.9 98 409 18 33
1.59 1.464 07:49:28 4.9 98 409 18 33
1.82 1.464 07:49:32 4.9 98 409 18 33
1.80 1.464 07:49:36 4.9 98 409 18 33
2.01 1.464 07:49:40 4.9 98 409 18 33
1.65 1.464 07:49:44 4.9 98 409 18 33
1.53 1.464 07:49:48 4.9 98 409 18 33
1.76 1.464 07:49:52 4.9 98 409 18 33
1.83 1.464 07:49:57 4.9 98 409 18 33
1.76 1.464 07:50:01 4.9 98 409 18 33
1.77 1.464 07:50:05 4.9 98 409 18 33
1.54 1.464 07:50:09 4.9 98 409 18 33
1.49 1.464 07:50:13 4.9 98 409 18 33
1.78 1.464 07:50:17 4.9 98 409 18 33
1.52 1.464 07:50:21 4.9 98 409 18 33
1.41 1.464 07:50:25 4.9 98 409 18 33
1.60 1.464 07:50:29 4.9 98 409 18 33
1.85 1.464 07:50:33 4.9 98 409 18 33
1.84 1.464 07:50:37 4.9 98 409 18 33
1.65 1.464 07:50:41 4.9 98 409 18 33
1.46 1.463 07:50:45 4.9 98 409 18 33
1.80 1.464 07:50:49 4.9 98 409 18 33
1.35 1.464 07:50:53 4.9 98 409 18 33
1.58 1.464 07:50:57 4.9 98 409 18 33
1.74 1.464 07:51:01 4.9 98 409 18 33
1.53 1.464 07:51:05 4.9 98 409 18 33
1.46 1.464 07:51:09 4.9 98 409 18 33
1.45 1.464 07:51:13 4.9 98 409 18 33
1.66 1.464 07:51:17 4.9 98 409 18 33
1.55 1.464 07:51:21 4.9 98 409 19 33
1.84 1.464 07:51:25 4.9 98 410 19 33
1.53 1.464 07:51:29 4.9 98 410 19 33
1.58 1.464 07:51:33 4.9 98 410 19 33
1.59 1.464 07:51:37 4.9 98 410 19 33
1.66 1.464 07:51:41 4.9 98 410 19 33
1.57 1.464 07:51:45 4.9 98 410 19 33
1.53 1.464 07:51:49 4.9 98 410 19 33
1.44 1.464 07:51:53 4.9 98 410 19 33
1.45 1.464 07:51:57 4.9 98 410 19 33
1.59 1.464 07:52:01 4.9 98 410 19 33
1.72 1.464 07:52:05 4.9 98 410 19 33
1.57 1.464 07:52:09 4.9 98 410 19 33
1.49 1.464 07:52:13 4.9 98 410 19 33
1.69 1.464 07:52:17 4.9 98 410 19 33
1.55 1.464 07:52:21 4.9 98 410 19 33
1.61 1.464 07:52:25 4.9 98 410 19 33
1.40 1.464 07:52:29 4.9 98 410 19 33
1.62 1.464 07:52:33 4.9 98 410 19 33
1.63 1.464 07:52:37 4.9 98 410 19 33
1.43 1.464 07:52:41 4.9 98 410 19 33
1.63 1.464 07:52:45 4.9 98 410 19 33
1.41 1.464 07:52:49 4.9 98 410 19 33
1.54 1.464 07:52:53 4.9 98 410 19 33
1.58 1.464 07:52:57 4.9 98 410 19 33
1.78 1.464 07:53:01 4.9 98 410 19 33
1.88 1.464 07:53:05 4.9 98 410 19 33
1.65 1.464 07:53:09 4.9 98 410 19 33
1.51 1.464 07:53:13 4.9 98 410 19 33
2.01 1.464 07:53:17 4.9 98 410 19 33
1.50 1.464 07:53:21 4.9 98 410 19 33
1.84 1.464 07:53:25 4.9 98 410 19 33
1.97 1.464 07:53:29 4.9 98 410 19 33
1.54 1.464 07:53:33 4.9 98 410 19 33
1.59 1.464 07:53:37 4.9 98 410 19 33
1.82 1.464 07:53:41 4.9 98 410 19 33
1.54 1.464 07:53:45 4.9 98 410 19 33
1.72 1.464 07:53:49 4.9 98 410 19 33
1.49 1.464 07:53:53 4.9 98 410 19 33
1.84 1.464 07:53:57 4.9 98 410 19 33
1.56 1.464 07:54:01 4.9 98 410 19 33
1.52 1.464 07:54:05 4.9 98 410 20 33
1.60 1.464 07:54:09 4.9 98 411 20 33
1.52 1.464 07:54:13 4.9 98 411 20 33
1.68 1.464 07:54:17 4.9 98 411 20 33
1.59 1.464 07:54:21 4.9 98 411 20 33
1.47 1.464 07:54:25 4.9 98 411 20 33
1.52 1.464 07:54:29 4.9 98 411 20 33
1.51 1.464 07:54:33 4.9 98 411 20 33
2.01 1.464 07:54:37 4.9 98 411 20 33
1.46 1.464 07:54:41 4.9 98 411 20 33
1.53 1.464 07:54:45 4.9 98 411 20 33
1.60 1.464 07:54:49 4.9 98 411 20 33
1.86 1.464 07:54:53 4.9 98 411 20 33
1.57 1.464 07:54:57 4.9 98 411 20 33
1.67 1.464 07:55:01 4.9 98 411 20 33
1.52 1.464 07:55:05 4.9 98 411 20 33
1.51 1.464 07:55:09 4.9 98 411 20 33
1.57 1.464 07:55:13 4.9 98 411 20 33
1.59 1.464 07:55:17 4.9 98 411 20 33
1.77 1.464 07:55:21 4.9 98 411 20 33
1.60 1.464 07:55:25 4.9 98 411 20 33
1.60 1.464 07:55:29 4.9 98 411 20 33
1.79 1.464 07:55:33 4.9 98 411 20 33
1.63 1.464 07:55:37 4.9 98 411 20 33
1.49 1.464 07:55:41 4.9 98 411 20 33
1.52 1.464 07:55:45 4.9 98 411 20 33
1.68 1.464 07:55:49 4.9 98 411 20 33
1.68 1.464 07:55:53 4.9 98 411 20 33
1.47 1.464 07:55:57 4.9 98 411 20 33
1.59 1.464 07:56:01 4.9 98 411 20 33
1.59 1.464 07:56:05 4.9 98 411 20 33
1.47 1.464 07:56:09 4.9 98 411 20 33
1.59 1.464 07:56:13 4.9 98 411 20 33
1.64 1.464 07:56:17 4.9 98 411 20 33
1.56 1.464 07:56:21 4.9 98 411 20 33
1.66 1.464 07:56:25 4.9 98 411 20 33
1.65 1.464 07:56:29 4.9 98 411 20 33
1.62 1.464 07:56:33 4.9 98 411 20 33
1.79 1.464 07:56:37 4.9 98 411 20 33
1.76 1.464 07:56:41 4.9 98 411 20 33
1.67 1.464 07:56:45 4.9 98 411 20 33
1.54 1.464 07:56:49 4.9 98 411 21 33
1.63 1.464 07:56:53 4.9 98 412 21 33
1.61 1.464 07:56:57 4.9 98 412 21 33
1.47 1.464 07:57:01 4.9 98 412 21 33
1.80 1.464 07:57:05 4.9 98 412 21 33
1.95 1.464 07:57:09 4.9 98 412 21 33
1.53 1.464 07:57:13 4.9 98 412 21 33
1.63 1.464 07:57:17 4.9 98 412 21 33
1.52 1.464 07:57:21 4.9 98 412 21 33
1.81 1.463 07:57:25 4.9 98 412 21 33
1.83 1.464 07:57:29 4.9 98 412 21 33
1.55 1.464 07:57:33 4.9 98 412 21 33
1.54 1.464 07:57:37 4.9 99 412 21 33
1.77 1.464 07:57:41 4.9 98 412 21 33
1.70 1.464 07:57:45 4.9 99 412 21 33
1.70 1.464 07:57:49 4.9 99 412 21 33
1.52 1.464 07:57:53 4.9 99 412 21 33
1.74 1.464 07:57:57 4.9 99 412 21 33
1.51 1.464 07:58:01 4.9 99 412 21 33
1.77 1.464 07:58:05 4.9 99 412 21 33
1.65 1.464 07:58:09 4.9 99 412 21 33
1.45 1.464 07:58:13 4.9 99 412 21 33
1.56 1.464 07:58:17 4.9 99 412 21 33
1.60 1.464 07:58:21 4.9 99 412 21 33
1.79 1.464 07:58:25 4.9 99 412 21 33
1.53 1.464 07:58:29 4.9 99 412 21 33
1.67 1.464 07:58:33 4.9 99 412 21 33
1.56 1.464 07:58:37 4.9 99 412 21 33
1.52 1.464 07:58:41 4.9 99 412 21 33
1.63 1.464 07:58:45 4.9 99 412 21 33
1.47 1.464 07:58:49 4.9 99 412 21 33
1.47 1.464 07:58:53 4.9 99 412 21 33
1.68 1.464 07:58:57 4.9 99 412 21 33
1.59 1.464 07:59:01 4.9 99 412 21 33
2.77 1.464 07:59:05 4.9 99 412 21 33
1.54 1.464 07:59:09 4.9 100 412 21 33
1.59 1.464 07:59:13 4.9 100 412 21 33
1.54 1.464 07:59:17 4.9 100 412 21 33
1.41 1.464 07:59:21 4.9 100 412 21 33
1.58 1.464 07:59:25 4.9 100 412 21 33
1.34 1.464 07:59:29 4.9 100 412 22 33
1.41 1.464 07:59:33 4.9 100 412 22 33
1.48 1.464 07:59:37 4.9 100 413 22 33
1.60 1.464 07:59:41 4.9 100 413 22 33
1.48 1.464 07:59:45 4.9 100 413 22 33
1.31 1.464 07:59:49 4.9 100 413 22 33
1.53 1.464 07:59:53 4.9 100 413 22 33
1.48 1.464 07:59:57 4.9 100 413 22 33
1.51 1.463 08:00:01 4.9 100 413 22 33
1.52 1.464 08:00:05 4.9 100 413 22 33
1.50 1.464 08:00:09 4.9 100 413 22 33
1.47 1.464 08:00:13 4.9 100 413 22 33
1.51 1.464 08:00:17 4.9 100 413 22 33
1.65 1.464 08:00:21 4.9 100 413 22 33
1.59 1.464 08:00:25 4.9 100 413 22 33
1.44 1.464 08:00:29 4.9 100 413 22 33
1.66 1.464 08:00:33 4.9 100 413 22 33
1.51 1.464 08:00:37 4.9 100 413 22 33
1.33 1.464 08:00:41 4.9 100 413 22 33
1.39 1.464 08:00:45 4.9 100 413 22 33
1.38 1.464 08:00:49 4.9 100 413 22 33
1.39 1.464 08:00:53 4.9 88 413 22 33
1.68 1.464 08:00:57 4.9 88 413 22 33
1.62 1.464 08:01:01 4.9 88 413 22 33
1.36 1.464 08:01:05 4.9 88 413 22 33
1.62 1.464 08:01:09 4.9 88 413 22 33
1.48 1.464 08:01:13 4.9 88 413 22 33
1.79 1.464 08:01:17 4.9 88 413 22 33
1.46 1.464 08:01:21 4.9 88 413 22 33
1.65 1.464 08:01:25 4.9 88 413 22 33
1.46 1.464 08:01:29 4.9 88 413 22 33
1.63 1.464 08:01:33 4.9 88 413 22 33
1.64 1.464 08:01:37 4.9 88 413 22 33
1.48 1.464 08:01:41 4.9 88 413 22 33
1.55 1.464 08:01:45 4.9 88 413 22 33
1.67 1.464 08:01:49 4.9 88 413 22 33
1.40 1.464 08:01:53 4.9 90 413 22 33
1.54 1.464 08:01:57 4.9 90 413 22 33
1.57 1.464 08:02:01 4.9 90 413 22 33
1.44 1.464 08:02:05 4.9 90 413 22 33
1.39 1.464 08:02:09 4.9 90 413 22 33
1.41 1.464 08:02:13 4.9 90 413 23 33
1.51 1.464 08:02:17 4.9 90 414 23 33
1.51 1.464 08:02:21 4.9 90 414 23 33
1.48 1.464 08:02:25 4.9 90 414 23 33
1.35 1.464 08:02:29 4.9 90 414 23 33
1.35 1.464 08:02:33 4.9 90 414 23 33
1.50 1.464 08:02:37 4.9 90 414 23 33
1.45 1.464 08:02:41 4.9 90 414 23 33
1.36 1.464 08:02:45 4.9 90 414 23 33
1.58 1.464 08:02:49 4.9 90 414 23 33
1.59 1.464 08:02:53 4.9 90 414 23 33
1.57 1.464 08:02:57 4.9 90 414 23 33
1.40 1.464 08:03:01 4.9 90 414 23 33
1.59 1.463 08:03:05 4.9 90 414 23 33
1.38 1.464 08:03:09 4.9 90 414 23 33
2.03 1.464 08:03:13 4.9 90 414 23 33
1.51 1.464 08:03:17 4.9 90 414 23 33
1.51 1.464 08:03:21 4.9 90 414 23 33
1.48 1.464 08:03:25 4.9 90 414 23 33
1.37 1.464 08:03:29 4.9 90 414 23 33
1.73 1.464 08:03:33 4.9 90 414 23 33
1.53 1.464 08:03:37 4.9 90 414 23 33
1.52 1.464 08:03:41 4.9 90 414 23 33
1.86 1.464 08:03:45 4.9 90 414 23 33
1.52 1.464 08:03:49 4.9 90 414 23 33
1.38 1.464 08:03:53 4.9 90 414 23 33
1.59 1.464 08:03:57 4.9 90 414 23 33
1.83 1.464 08:04:01 4.9 90 414 23 33
1.45 1.464 08:04:05 4.9 90 414 23 33
1.56 1.464 08:04:09 4.9 90 414 23 33
1.45 1.464 08:04:13 4.9 90 414 23 33
1.63 1.464 08:04:17 4.9 90 414 23 33
1.46 1.464 08:04:21 4.9 90 414 23 33
1.77 1.464 08:04:25 4.9 90 414 23 33
1.47 1.464 08:04:29 4.9 90 414 23 33
1.41 1.464 08:04:33 4.9 90 414 23 33
1.64 1.464 08:04:37 4.9 90 414 23 33
1.69 1.463 08:04:41 4.9 90 414 23 33
1.54 1.464 08:04:45 4.9 90 414 23 33
1.44 1.464 08:04:49 4.9 90 414 23 33
1.56 1.464 08:04:53 4.9 90 414 23 33
1.60 1.464 08:04:57 4.9 90 414 24 33
1.75 1.464 08:05:01 4.9 90 415 24 33
1.72 1.464 08:05:05 4.9 90 415 24 33
1.59 1.464 08:05:09 4.9 90 415 24 33
1.41 1.464 08:05:13 4.9 90 415 24 33
1.53 1.464 08:05:17 4.9 90 415 24 33
1.51 1.464 08:05:21 4.9 90 415 24 33
1.70 1.464 08:05:25 4.9 90 415 24 33
1.51 1.464 08:05:29 4.9 90 415 24 33
1.58 1.464 08:05:33 4.9 90 415 24 33
1.55 1.464 08:05:37 4.9 90 415 24 33
1.52 1.464 08:05:41 4.9 90 415 24 33
1.53 1.464 08:05:45 4.9 90 415 24 33
1.44 1.464 08:05:49 4.9 90 415 24 33
1.33 1.464 08:05:53 4.9 90 415 24 33
1.67 1.464 08:05:57 4.9 90 415 24 33
1.52 1.464 08:06:01 4.9 90 415 24 33
1.55 1.464 08:06:05 4.9 90 415 24 33
1.40 1.464 08:06:09 4.9 90 415 24 33
1.34 1.464 08:06:13 4.9 90 415 24 33
1.52 1.464 08:06:17 4.9 90 415 24 33
1.35 1.464 08:06:21 4.9 90 415 24 33
1.45 1.464 08:06:25 4.9 90 415 24 33
1.36 1.464 08:06:29 4.9 90 415 24 33
1.50 1.464 08:06:33 4.9 90 415 24 33
1.49 1.464 08:06:37 4.9 90 415 24 33
1.45 1.464 08:06:41 4.9 90 415 24 33
1.48 1.464 08:06:45 4.9 90 415 24 33
1.49 1.464 08:06:49 4.9 90 415 24 33
1.59 1.464 08:06:53 4.9 90 415 24 33
1.57 1.464 08:06:57 4.9 90 415 24 33
1.64 1.464 08:07:01 4.9 90 415 24 33
1.63 1.464 08:07:05 4.9 90 415 24 33
1.82 1.464 08:07:09 4.9 90 415 24 33
1.47 1.464 08:07:13 4.9 90 415 24 33
1.76 1.464 08:07:17 4.9 94 415 24 33
1.58 1.464 08:07:21 4.9 94 415 24 33
1.58 1.464 08:07:25 4.9 94 415 24 33
1.49 1.464 08:07:29 4.9 94 415 24 33
1.63 1.464 08:07:33 4.9 94 415 24 33
1.70 1.464 08:07:37 4.9 94 415 25 33
1.51 1.464 08:07:41 4.9 94 416 25 33
1.57 1.464 08:07:45 4.9 94 416 25 33
1.47 1.464 08:07:49 4.9 94 416 25 33
1.62 1.464 08:07:53 4.9 94 416 25 33
1.60 1.464 08:07:57 4.9 94 416 25 33
1.53 1.464 08:08:01 4.9 94 416 25 33
1.65 1.464 08:08:05 4.9 94 416 25 33
1.46 1.464 08:08:09 4.9 94 416 25 33
1.70 1.464 08:08:13 4.9 94 416 25 33
1.67 1.464 08:08:17 4.9 94 416 25 33
1.66 1.464 08:08:21 4.9 94 416 25 33
1.50 1.464 08:08:25 4.9 94 416 25 33
1.53 1.464 08:08:29 4.9 94 416 25 33
1.62 1.464 08:08:33 4.9 94 416 25 33
1.64 1.464 08:08:37 4.9 94 416 25 33
1.78 1.464 08:08:41 4.9 94 416 25 33
1.60 1.464 08:08:45 4.9 94 416 25 33
1.63 1.464 08:08:49 4.9 94 416 25 33
1.85 1.464 08:08:53 4.9 94 416 25 33
1.67 1.464 08:08:57 4.9 94 416 25 33
1.53 1.464 08:09:01 4.9 94 416 25 33
1.61 1.464 08:09:05 4.9 94 416 25 33
1.51 1.464 08:09:09 4.9 94 416 25 33
1.67 1.464 08:09:13 4.9 94 416 25 33
2.13 1.464 08:09:17 4.9 94 416 25 33
1.33 1.464 08:09:21 4.9 94 416 25 33
1.77 1.464 08:09:25 4.9 94 416 25 33
1.82 1.464 08:09:29 4.9 94 416 25 33
1.46 1.464 08:09:33 4.9 94 416 25 33
1.68 1.464 08:09:37 4.9 94 416 25 33
1.50 1.464 08:09:41 4.9 94 416 25 33
1.87 1.464 08:09:45 4.9 94 416 25 33
1.51 1.464 08:09:49 4.9 94 416 25 33
1.42 1.464 08:09:53 4.9 94 416 25 33
1.77 1.464 08:09:57 4.9 94 416 25 33
1.51 1.464 08:10:01 4.9 94 416 25 33
1.66 1.464 08:10:05 4.9 94 416 25 33
1.62 1.464 08:10:09 4.9 94 416 25 33
1.57 1.464 08:10:13 4.9 94 416 25 33
1.55 1.464 08:10:17 4.9 94 416 25 33
1.62 1.464 08:10:21 4.9 94 416 26 33
1.53 1.464 08:10:25 4.9 94 417 26 33
1.50 1.464 08:10:29 4.9 94 417 26 33
1.60 1.464 08:10:33 4.9 94 417 26 33
1.72 1.464 08:10:37 4.9 94 417 26 33
1.55 1.463 08:10:41 4.9 94 417 26 33
1.56 1.464 08:10:45 4.9 94 417 26 33
1.66 1.464 08:10:49 4.9 94 417 26 33
1.51 1.464 08:10:53 4.9 94 417 26 33
1.59 1.464 08:10:57 4.9 94 417 26 33
1.56 1.464 08:11:01 4.9 94 417 26 33
1.72 1.464 08:11:05 4.9 94 417 26 33
1.40 1.464 08:11:09 4.9 94 417 26 33
1.43 1.464 08:11:13 4.9 94 417 26 33
1.55 1.464 08:11:17 4.9 94 417 26 33
1.50 1.464 08:11:21 4.9 94 417 26 33
1.47 1.464 08:11:25 4.9 94 417 26 33
1.57 1.464 08:11:29 4.9 94 417 26 33
1.45 1.464 08:11:33 4.9 94 417 26 33
1.58 1.464 08:11:37 4.9 94 417 26 33
1.48 1.464 08:11:41 4.9 94 417 26 33
1.68 1.464 08:11:45 4.9 94 417 26 33
1.57 1.464 08:11:49 4.9 94 417 26 33
